d_date,fajr_begins,fajr_jamah,sunrise,zuhr_begins,zuhr_jamah,asr_mithl_1,asr_mithl_2,asr_jamah,maghrib_begins,maghrib_jamah,isha_begins,isha_jamah,is_ramadan,hijri_date
1/1/2021,6:04:00,6:30:00,7:50:00,12:15:00,12:30:00,14:56:00,14:56:00,15:15:00,16:39:00,16:39:00,18:08:00,19:30:00,0,"Jumada Al-Awwal 17, 1442"
1/2/2021,6:04:00,6:30:00,7:50:00,12:15:00,12:30:00,14:57:00,14:57:00,15:15:00,16:40:00,16:40:00,18:09:00,19:30:00,0,"Jumada Al-Awwal 18, 1442"
1/3/2021,6:04:00,6:30:00,7:50:00,12:16:00,12:30:00,14:58:00,14:58:00,15:15:00,16:41:00,16:41:00,18:10:00,19:30:00,0,"Jumada Al-Awwal 19, 1442"
1/4/2021,6:04:00,6:30:00,7:50:00,12:16:00,12:30:00,14:59:00,14:59:00,15:15:00,16:42:00,16:42:00,18:11:00,19:30:00,0,"Jumada Al-Awwal 20, 1442"
1/5/2021,6:04:00,6:30:00,7:50:00,12:17:00,12:30:00,15:00:00,15:00:00,15:15:00,16:43:00,16:43:00,18:12:00,19:30:00,0,"Jumada Al-Awwal 21, 1442"
1/6/2021,6:04:00,6:30:00,7:50:00,12:17:00,12:30:00,15:01:00,15:01:00,15:15:00,16:44:00,16:44:00,18:13:00,19:30:00,0,"Jumada Al-Awwal 22, 1442"
1/7/2021,6:04:00,6:30:00,7:50:00,12:18:00,12:30:00,15:02:00,15:02:00,15:15:00,16:45:00,16:45:00,18:14:00,19:30:00,0,"Jumada Al-Awwal 23, 1442"
1/8/2021,6:03:00,6:30:00,7:49:00,12:18:00,12:30:00,15:03:00,15:03:00,15:15:00,16:46:00,16:46:00,18:15:00,19:30:00,0,"Jumada Al-Awwal 24, 1442"
1/9/2021,6:03:00,6:30:00,7:49:00,12:18:00,12:30:00,15:04:00,15:04:00,15:15:00,16:47:00,16:47:00,18:16:00,19:30:00,0,"Jumada Al-Awwal 25, 1442"
1/10/2021,6:03:00,6:30:00,7:49:00,12:19:00,12:30:00,15:05:00,15:05:00,15:15:00,16:48:00,16:48:00,18:17:00,19:30:00,0,"Jumada Al-Awwal 26, 1442"
1/11/2021,6:03:00,6:30:00,7:48:00,12:19:00,12:30:00,15:06:00,15:06:00,15:15:00,16:50:00,16:50:00,18:18:00,19:30:00,0,"Jumada Al-Awwal 27, 1442"
1/12/2021,6:03:00,6:30:00,7:48:00,12:20:00,12:30:00,15:08:00,15:08:00,15:15:00,16:51:00,16:51:00,18:19:00,19:30:00,0,"Jumada Al-Awwal 28, 1442"
1/13/2021,6:02:00,6:30:00,7:47:00,12:20:00,12:30:00,15:09:00,15:09:00,15:15:00,16:52:00,16:52:00,18:20:00,19:30:00,0,"Jumada Al-Awwal 29, 1442"
1/14/2021,6:02:00,6:30:00,7:47:00,12:20:00,12:30:00,15:10:00,15:10:00,15:15:00,16:53:00,16:53:00,18:21:00,19:30:00,0,"Jumada Al-Awwal 30, 1442"
1/15/2021,6:01:00,6:30:00,7:46:00,12:21:00,12:30:00,15:11:00,15:11:00,15:30:00,16:55:00,16:55:00,18:22:00,19:30:00,0,"Jumada Al-Ukhra 1, 1442"
1/16/2021,6:01:00,6:30:00,7:46:00,12:21:00,12:30:00,15:13:00,15:13:00,15:30:00,16:56:00,16:56:00,18:23:00,19:30:00,0,"Jumada Al-Ukhra 2, 1442"
1/17/2021,6:01:00,6:30:00,7:45:00,12:21:00,12:30:00,15:14:00,15:14:00,15:30:00,16:57:00,16:57:00,18:25:00,19:30:00,0,"Jumada Al-Ukhra 3, 1442"
1/18/2021,6:00:00,6:30:00,7:44:00,12:22:00,12:30:00,15:15:00,15:15:00,15:30:00,16:59:00,16:59:00,18:26:00,19:30:00,0,"Jumada Al-Ukhra 4, 1442"
1/19/2021,5:59:00,6:30:00,7:43:00,12:22:00,12:30:00,15:17:00,15:17:00,15:30:00,17:00:00,17:00:00,18:27:00,19:30:00,0,"Jumada Al-Ukhra 5, 1442"
1/20/2021,5:59:00,6:30:00,7:43:00,12:22:00,12:30:00,15:18:00,15:18:00,15:30:00,17:01:00,17:01:00,18:28:00,19:30:00,0,"Jumada Al-Ukhra 6, 1442"
1/21/2021,5:58:00,6:30:00,7:42:00,12:23:00,12:30:00,15:19:00,15:19:00,15:30:00,17:03:00,17:03:00,18:29:00,19:30:00,0,"Jumada Al-Ukhra 7, 1442"
1/22/2021,5:58:00,6:30:00,7:41:00,12:23:00,12:30:00,15:21:00,15:21:00,15:45:00,17:04:00,17:04:00,18:31:00,19:30:00,0,"Jumada Al-Ukhra 8, 1442"
1/23/2021,5:57:00,6:30:00,7:40:00,12:23:00,12:30:00,15:22:00,15:22:00,15:45:00,17:05:00,17:05:00,18:32:00,19:30:00,0,"Jumada Al-Ukhra 9, 1442"
1/24/2021,5:56:00,6:30:00,7:39:00,12:23:00,12:30:00,15:23:00,15:23:00,15:45:00,17:07:00,17:07:00,18:33:00,19:30:00,0,"Jumada Al-Ukhra 10, 1442"
1/25/2021,5:55:00,6:30:00,7:38:00,12:24:00,12:30:00,15:25:00,15:25:00,15:45:00,17:08:00,17:08:00,18:34:00,19:30:00,0,"Jumada Al-Ukhra 11, 1442"
1/26/2021,5:55:00,6:30:00,7:37:00,12:24:00,12:30:00,15:26:00,15:26:00,15:45:00,17:10:00,17:10:00,18:35:00,19:30:00,0,"Jumada Al-Ukhra 12, 1442"
1/27/2021,5:54:00,6:30:00,7:36:00,12:24:00,12:30:00,15:28:00,15:28:00,15:45:00,17:11:00,17:11:00,18:37:00,19:30:00,0,"Jumada Al-Ukhra 13, 1442"
1/28/2021,5:53:00,6:30:00,7:35:00,12:24:00,12:30:00,15:29:00,15:29:00,15:45:00,17:13:00,17:13:00,18:38:00,19:30:00,0,"Jumada Al-Ukhra 14, 1442"
1/29/2021,5:52:00,6:30:00,7:34:00,12:24:00,12:30:00,15:30:00,15:30:00,15:45:00,17:14:00,17:14:00,18:39:00,19:30:00,0,"Jumada Al-Ukhra 15, 1442"
1/30/2021,5:51:00,6:30:00,7:33:00,12:24:00,12:30:00,15:32:00,15:32:00,15:45:00,17:15:00,17:15:00,18:40:00,19:30:00,0,"Jumada Al-Ukhra 16, 1442"
1/31/2021,5:50:00,6:30:00,7:32:00,12:25:00,12:30:00,15:33:00,15:33:00,15:45:00,17:17:00,17:17:00,18:42:00,19:30:00,0,"Jumada Al-Ukhra 17, 1442"
2/1/2021,5:49:00,6:30:00,7:31:00,12:25:00,12:30:00,15:35:00,15:35:00,15:45:00,17:18:00,17:18:00,18:43:00,19:30:00,0,"Jumada Al-Ukhra 18, 1442"
2/2/2021,5:48:00,6:30:00,7:29:00,12:25:00,12:30:00,15:36:00,15:36:00,15:45:00,17:20:00,17:20:00,18:44:00,19:30:00,0,"Jumada Al-Ukhra 19, 1442"
2/3/2021,5:47:00,6:30:00,7:28:00,12:25:00,12:30:00,15:37:00,15:37:00,15:45:00,17:21:00,17:21:00,18:46:00,19:30:00,0,"Jumada Al-Ukhra 20, 1442"
2/4/2021,5:46:00,6:30:00,7:27:00,12:25:00,12:30:00,15:39:00,15:39:00,15:45:00,17:23:00,17:23:00,18:47:00,19:30:00,0,"Jumada Al-Ukhra 21, 1442"
2/5/2021,5:45:00,6:30:00,7:26:00,12:25:00,12:30:00,15:40:00,15:40:00,16:00:00,17:24:00,17:24:00,18:48:00,19:30:00,0,"Jumada Al-Ukhra 22, 1442"
2/6/2021,5:44:00,6:30:00,7:24:00,12:25:00,12:30:00,15:42:00,15:42:00,16:00:00,17:26:00,17:26:00,18:50:00,19:30:00,0,"Jumada Al-Ukhra 23, 1442"
2/7/2021,5:42:00,6:30:00,7:23:00,12:25:00,12:30:00,15:43:00,15:43:00,16:00:00,17:27:00,17:27:00,18:51:00,19:30:00,0,"Jumada Al-Ukhra 24, 1442"
